amount,avgAmount,amountDeviationPercent,txnPerMinute,newDevice,countryMismatch,fraud
8092.65,2772,191.94264069264068,10,1,0,1
17819.41,4997,256.60216129677804,11,1,1,1
1509.63,4487,66.35547136171161,2,0,0,0
9701.49,2798,246.72944960686203,9,1,1,1
3479.0,1783,95.12058328659563,7,0,0,0
6133.33,3261,88.08126341613001,4,1,0,0
3192.42,1526,109.20183486238533,7,0,1,0
19531.78,797,2350.6624843161853,8,1,0,1
5984.6,4988,19.979951884522862,1,0,0,0
8460.06,454,1763.449339207048,12,0,0,1
15121.83,3747,303.57165732586066,4,1,1,1
15306.85,457,3249.4201312910286,9,1,0,1
7774.99,2237,247.56325435851588,9,0,1,1
14807.43,3061,383.74485462267234,10,1,0,1
7371.12,4900,50.43102040816326,12,1,0,1
8128.57,212,3734.2311320754716,2,0,0,1
12806.91,3705,245.66558704453442,10,1,1,1
12997.55,2168,499.51798892988927,12,1,1,1
12773.99,4905,160.42793068297655,7,0,1,1
18870.74,1204,1467.3372093023256,2,0,1,1
6046.36,2621,130.6890499809233,8,0,1,1
2391.56,4995,52.12092092092092,9,1,0,1
11875.18,666,1683.06006006006,6,1,0,1
12052.35,3366,258.0614973262032,7,1,1,1
2466.72,2146,14.94501397949673,3,0,0,0
16355.59,1236,1223.267799352751,3,0,1,1
14629.27,3770,288.0442970822281,10,1,1,1
14473.94,3538,309.0994912379876,11,0,0,1
13979.23,2244,522.960338680927,1,1,0,1
9702.89,2464,293.7861201298701,6,0,0,1
18245.79,1021,1687.0509304603331,9,1,1,1
6023.76,4236,42.20396600566573,11,1,0,1
11794.96,1740,577.871264367816,5,0,1,1
1252.89,1476,15.11585365853658,2,1,0,0
1975.7,1329,48.66064710308503,5,1,1,1
19069.89,4374,335.98285322359396,12,1,1,1
1362.49,2426,43.83800494641385,5,1,1,1
11392.5,2734,316.69714703730796,12,1,1,1
12582.32,3208,292.21695760598504,4,1,1,1
6546.21,4948,32.300121261115606,1,1,0,0
798.76,2531,68.44093243777164,1,0,0,0
14961.65,651,2198.2565284178186,8,1,1,1
11884.33,944,1158.9332627118645,7,0,1,1
9574.62,3499,173.63875392969422,1,1,0,1
1067.3,2626,59.35643564356435,9,0,1,1
11999.53,2282,425.8339176161262,10,0,1,1
6686.83,1001,568.014985014985,9,0,1,1
4481.31,1084,313.40498154981555,10,1,0,1
2284.65,3210,28.827102803738313,5,1,1,1
19506.91,3373,478.32522976578707,12,1,0,1
1422.32,960,48.158333333333324,11,0,0,1
5876.88,3267,79.88613406795226,1,1,1,1
8798.74,2519,249.29495831679236,3,0,0,1
5192.98,3811,36.26292311729204,5,1,0,0
2384.61,3378,29.4076376554174,1,0,1,0
10789.97,2158,399.998609823911,1,0,0,1
963.54,4776,79.82537688442211,11,1,1,1
4555.53,1166,290.697255574614,3,0,1,1
14737.94,1784,726.1177130044844,10,0,0,1
4244.44,2507,69.30355005983245,5,0,0,0
17995.39,483,3625.7536231884055,10,1,1,1
10516.06,2110,398.3914691943128,8,0,0,1
4200.77,4857,13.511015029853809,8,0,0,1
17210.76,3284,424.0791717417783,8,0,0,1
15064.58,1998,653.982982982983,12,1,0,1
19746.25,3507,463.0524664955803,6,1,0,1
14998.71,4969,201.8456429865164,5,1,1,1
16594.52,1521,991.0269559500329,9,1,0,1
8002.24,3645,119.54019204389574,8,0,0,1
3937.51,1441,173.24843858431646,2,1,1,1
896.38,3336,73.13009592326138,8,1,1,1
12627.02,1906,562.4879328436516,11,1,0,1
3295.73,4703,29.9228152243249,12,0,0,1
7321.76,583,1155.876500857633,9,1,1,1
18419.49,3145,485.67535771065184,3,0,1,1
1734.7,3221,46.14405464141571,4,0,1,0
855.92,2481,65.50100765820234,6,0,1,0
10558.86,3189,231.10253998118532,10,1,0,1
11691.9,2594,350.72860447185815,5,1,0,1
6445.28,3284,96.26309378806333,2,1,1,1
1340.53,3454,61.18905616676318,9,1,0,1
94.36,2574,96.33411033411033,7,1,0,0
18739.83,2270,725.5431718061675,10,1,0,1
6653.44,4348,53.02299908003679,9,1,0,1
12386.09,848,1360.623820754717,3,1,0,1
4394.74,1775,147.59098591549295,3,0,1,0
10357.29,3047,239.9176238923532,12,1,0,1
7542.91,265,2746.3811320754717,8,1,1,1
19307.19,4321,346.8222633649618,12,0,0,1
11319.77,4559,148.29502083790308,10,0,0,1
15659.46,4883,220.69342617243498,5,1,0,1
18367.42,1126,1531.209591474245,11,0,1,1
15965.18,2961,439.1820330969267,1,1,1,1
1222.75,1497,18.31997327989312,1,1,0,0
7469.37,1930,287.0139896373057,10,1,0,1
19217.67,301,6284.6079734219265,7,1,1,1
5865.74,3323,76.51941017153175,3,1,0,0
7396.74,2273,225.41750989881214,7,0,0,1
19854.69,3237,513.3670064874883,5,0,1,1
14510.15,1234,1075.8630470016208,10,1,1,1
9952.02,4024,147.3166003976143,5,0,0,0
1617.08,2985,45.82646566164154,1,1,1,1
7320.23,1688,333.6629146919431,12,0,0,1
1907.9,3688,48.267353579175705,8,0,1,1
7667.49,427,1695.6651053864168,5,0,1,1
13479.71,2604,417.65399385560676,11,1,1,1
3840.55,362,960.9254143646408,7,0,0,1
12960.64,3519,268.30463199772663,9,0,0,1
8766.33,571,1435.2591943957968,12,0,0,1
13963.35,981,1323.3792048929663,3,1,0,1
17549.21,3513,399.5505266154284,10,1,1,1
19611.17,3097,533.2311914756216,7,1,0,1
3738.03,1047,257.02292263610315,9,1,0,1
7017.83,2017,247.9340604858701,7,1,0,1
3101.3,4802,35.41649312786338,11,0,1,1
10789.17,3651,195.5127362366475,4,1,1,1
11386.36,2327,389.3149978513107,10,1,0,1
3997.43,4016,0.4624003984063786,4,1,0,0
2078.38,3331,37.604923446412485,9,0,1,1
8081.54,3810,112.11391076115484,7,1,0,0
12652.67,1324,855.6397280966767,11,0,0,1
12209.69,2690,353.8918215613383,7,0,1,1
19828.65,2636,652.224962063733,3,1,1,1
15219.14,4271,256.33668929992973,12,1,0,1
7011.42,2714,158.34266764922626,9,0,0,1
4581.49,4282,6.994161606725823,4,1,0,0
4001.5,2742,45.93362509117432,10,0,1,1
19211.49,1547,1141.8545572074984,8,1,0,1
11422.25,1091,946.9523373052245,7,0,1,1
6770.09,2329,190.68656075568916,12,1,1,1
9382.26,1955,379.91099744245525,12,1,1,1
13066.49,3233,304.1599133931333,2,1,0,1
12573.51,1412,790.4752124645893,10,0,1,1
16917.98,2451,590.2480620155038,4,1,1,1
17062.0,506,3271.9367588932805,12,0,0,1
10641.77,4754,123.84875893984015,9,1,1,1
11335.37,4818,135.27127438771277,1,1,0,0
16247.73,2682,505.8064876957494,9,1,0,1
12660.32,4101,208.71299683004145,1,1,0,1
18443.68,3056,503.52356020942415,8,1,0,1
477.2,483,1.200828157349899,12,1,0,1
11200.8,618,1712.4271844660193,4,0,0,1
14192.29,3256,335.8811425061425,2,1,1,1
15369.94,3542,333.9339356295878,11,0,0,1
4523.06,4125,9.649939393939404,1,0,1,0
3347.54,4200,20.296666666666667,3,0,1,0
14614.89,4920,197.05060975609754,12,1,0,1
8442.19,1802,368.4900110987792,5,1,0,1
17283.24,4609,274.988934692992,1,1,1,1
15724.99,2718,478.5500367917586,2,0,0,1
13811.01,2142,544.7717086834734,12,0,1,1
14718.99,1492,886.5274798927613,6,0,1,1
5566.6,239,2229.1213389121344,11,1,1,1
946.98,239,296.22594142259413,1,0,0,1
11457.64,1644,596.9367396593674,3,1,1,1
16701.88,929,1697.8342303552206,3,1,1,1
18932.39,3995,373.9021276595745,11,0,0,1
15985.25,568,2714.304577464789,11,0,1,1
17158.51,247,6846.765182186235,3,1,1,1
8526.46,1544,452.2318652849741,8,1,0,1
17674.92,558,3067.5483870967737,5,1,1,1
14300.94,4886,192.6921817437577,10,0,0,1
14727.16,3028,386.3659180977543,10,0,1,1
3930.55,1837,113.9657049537289,4,1,0,0
14609.88,1679,770.1536628945801,6,0,0,1
15774.23,2319,580.2169038378612,5,0,1,1
19412.29,1691,1047.976936723832,8,0,0,1
5305.99,555,856.0342342342342,10,1,0,1
17253.37,728,2269.9684065934066,3,0,0,1
13763.52,2268,506.85714285714283,5,1,0,1
14511.23,4366,232.3689876316995,6,0,0,1
18778.5,4732,296.84065934065933,10,0,1,1
12828.67,429,2890.3659673659677,5,1,1,1
7503.21,2074,261.774831243973,4,1,1,1
4920.22,1912,157.3336820083682,2,1,1,1
11561.13,833,1287.890756302521,11,1,1,1
6457.3,3775,71.05430463576158,5,1,0,0
9584.95,4271,124.41933973308362,7,0,0,0
7721.96,2258,241.9822852081488,10,1,1,1
6384.78,1132,464.02650176678446,4,1,1,1
15582.07,1088,1332.1755514705883,6,0,1,1
11416.17,4127,176.62151684031983,4,1,0,1
14202.52,4464,218.15681003584228,9,1,0,1
9245.92,4866,90.01068639539663,9,1,0,1
15337.65,3673,317.5782738905527,8,1,1,1
16687.47,2035,720.0230958230959,6,0,0,1
15773.73,3707,325.5120043161586,4,0,1,1
19265.89,4086,371.509789525208,8,1,0,1
19822.31,4651,326.1945818103634,11,0,1,1
3932.65,4002,1.7328835582208872,12,0,0,1
8945.17,1758,408.82650739476685,6,0,0,1
4396.7,3828,14.856321839080454,6,0,1,0
6719.69,2174,209.0933762649494,4,0,1,1
6429.25,2337,175.10697475395807,8,0,0,1
3163.99,2753,14.928804940065376,2,1,0,0
17076.78,2700,532.4733333333332,9,0,0,1
13877.96,1181,1075.1024555461474,3,0,0,1
765.33,204,275.1617647058824,11,0,0,1
6006.34,3519,70.68314862176756,4,1,1,1
18503.94,4371,323.3342484557309,11,1,0,1
19937.87,4023,395.59706686552323,12,1,0,1
14078.78,3635,287.3116918844567,10,0,1,1
3873.2,1652,134.455205811138,4,0,1,0
5532.15,3377,63.818477938999095,10,1,1,1
18957.81,2644,617.0124810892587,4,1,0,1
7099.86,2444,190.5016366612111,12,1,1,1
6469.37,358,1707.086592178771,5,1,1,1
8424.95,3891,116.52402981238758,3,1,0,0
14131.65,557,2437.100538599641,12,0,1,1
15690.93,3697,324.42331620232625,11,1,1,1
11028.82,3553,210.40866873065016,4,1,0,1
159.73,1783,91.04150308468873,5,0,1,0
3251.86,2294,41.75501307759373,7,1,1,1
8625.29,820,951.8646341463416,2,1,1,1
19122.77,2548,650.5011773940345,6,0,1,1
16334.11,4597,255.3210789645421,5,1,0,1
9757.58,2537,284.6109578242018,10,0,1,1
8554.03,2296,272.5622822299652,1,0,1,1
19037.98,3881,390.54315897964443,12,0,1,1
7167.02,398,1700.7587939698492,10,0,1,1
7196.89,4581,57.103034271993025,2,1,0,0
14099.64,4575,208.1888524590164,10,0,0,1
17818.79,2927,508.7731465664503,10,1,1,1
669.46,511,31.00978473581214,11,0,1,1
12869.91,1835,601.357493188011,6,0,1,1
13680.67,4354,214.2092328892972,3,0,0,1
15719.42,3295,377.0688922610015,1,0,1,1
3721.56,537,593.0279329608938,10,0,1,1
10340.05,4039,156.0051993067591,12,0,1,1
4885.48,3615,35.14467496542184,10,1,0,1
5867.64,931,530.2513426423201,11,1,0,1
17915.27,4250,321.53576470588234,9,0,1,1
10903.85,3527,209.15367167564503,5,0,1,1
18298.99,647,2728.2828438948995,6,0,1,1
11768.12,3992,194.79258517034071,8,1,1,1
9584.81,2824,239.40545325779036,9,0,1,1
13314.77,2623,407.6160884483416,5,0,1,1
8579.42,4192,104.66173664122138,12,0,0,1
11604.41,1852,526.5880129589632,6,1,1,1
10460.38,4528,131.01545936395758,10,1,1,1
18850.15,472,3893.6758474576272,9,0,1,1
8917.95,212,4106.580188679246,7,0,1,1
3548.74,1436,147.12674094707518,1,1,1,1
9683.51,4844,99.90730800990917,3,0,0,0
10152.14,688,1375.6017441860465,1,0,1,1
8976.39,4630,93.87451403887688,3,1,0,0
13670.01,1435,852.6139372822299,10,0,0,1
15280.3,3402,349.156378600823,12,0,1,1
18659.35,2117,781.4052905054322,2,0,1,1
16948.8,3181,432.8135806350204,4,0,0,1
11079.84,1058,947.2438563327032,9,1,0,1
10539.69,243,4237.3209876543215,10,1,1,1
10008.86,1931,418.32522009321605,5,1,0,1
10914.39,1031,958.6217264791464,3,1,1,1
10070.96,762,1221.6482939632544,1,0,1,1
12793.35,719,1679.3254520166897,7,0,1,1
12099.39,705,1616.2255319148937,5,1,0,1
14472.44,2968,387.6159029649596,3,1,0,1
15653.17,1313,1092.1683168316831,1,1,0,1
16807.92,1104,1422.4565217391303,2,0,1,1
16797.95,1668,907.0713429256595,5,1,0,1
4990.48,3141,58.881884750079585,3,1,0,0
111.19,2720,95.91213235294117,2,0,0,0
10912.95,4187,160.63888225459758,9,0,0,1
13660.98,3392,302.74115566037733,7,0,1,1
8180.47,2092,291.0358508604207,1,0,0,1
1898.14,4773,60.231720092185206,11,0,0,1
6264.85,3885,61.25740025740026,11,1,1,1
11037.46,3338,230.66087477531454,2,0,0,1
3230.69,3365,3.9913818722139656,12,1,0,1
7852.62,4593,70.96930111038536,3,0,0,0
11932.64,3210,271.7333333333333,7,1,1,1
10305.66,2076,396.41907514450867,12,1,1,1
18759.21,4243,342.1213763846335,4,0,0,1
11140.09,2827,294.06048814998235,4,0,1,1
6296.58,4100,53.57512195121951,12,1,1,1
19836.78,4187,373.7707188918079,6,0,0,1
9152.35,3909,134.1353287285751,10,1,1,1
17701.09,4512,292.3113918439716,2,0,0,1
11107.04,688,1514.3953488372094,4,1,0,1
310.86,4554,93.17391304347827,9,1,0,1
6937.72,1754,295.53705815279363,10,1,0,1
12176.53,3834,217.59337506520606,6,0,1,1
12094.74,3190,279.1454545454545,4,0,1,1
12199.47,2471,393.70578713071626,12,1,0,1
5365.95,1017,427.6253687315634,12,1,0,1
3556.88,2485,43.13400402414487,8,0,1,1
229.6,3587,93.59910788960134,6,1,0,0
14934.24,2269,558.1859850154252,7,0,0,1
9543.19,1212,687.3919141914191,8,1,0,1
5250.98,2625,100.03733333333331,5,1,0,0
15150.12,2250,573.3386666666667,10,1,1,1
16563.37,368,4400.915760869565,5,0,0,1
8580.94,3139,173.36540299458426,1,0,1,1
16768.51,3749,347.2795412109896,6,1,0,1
10074.39,4620,118.0603896103896,6,1,1,1
9873.17,902,994.5864745011086,9,1,1,1
17287.25,211,8093.009478672985,8,1,1,1
5963.2,2825,111.0867256637168,3,0,1,0
3451.7,4277,19.29623567921441,5,1,1,1
10890.26,4068,167.70550639134711,1,1,0,1
7527.23,3280,129.4887195121951,7,1,1,1
11182.28,627,1683.4577352472093,11,1,1,1
19740.39,1546,1176.8686934023285,11,0,0,1
6658.44,4343,53.31429887174763,10,1,1,1
16191.36,1309,1136.9258976317801,1,0,0,1
15096.56,2788,441.48350071736013,9,0,1,1
12880.47,1680,666.6946428571429,6,1,0,1
8367.68,379,2107.831134564644,11,1,0,1
18883.67,1621,1064.9395434916717,11,1,0,1
1744.97,1583,10.231838281743528,9,1,1,1
1321.77,3467,61.87568503028555,5,1,1,1
7031.23,4347,61.749022314239696,4,1,1,1
8001.02,710,1026.9042253521127,8,1,0,1
10954.39,2467,344.0368869071747,6,1,0,1
4922.9,2621,87.82525753529185,1,1,1,1
12465.42,4652,167.95829750644884,3,1,1,1
309.95,4977,93.77235282298574,6,1,0,0
15684.3,4062,286.122599704579,1,1,0,1
9889.66,2848,247.24929775280899,1,1,1,1
2510.59,622,303.63183279742765,10,0,1,1
6918.82,2292,201.86823734729492,4,0,1,1
14713.4,2115,595.6690307328605,6,1,1,1
11205.86,3618,209.72526257600887,7,0,1,1
9070.35,3745,142.1989319092123,12,0,0,1
6116.09,4208,45.34434410646388,2,1,1,1
10713.57,4896,118.82291666666667,6,0,0,0
3425.59,3276,4.5662393162393204,7,0,0,0
9166.13,4960,84.80100806451611,12,0,1,1
17426.48,4742,267.4921973850696,9,0,0,1
6750.02,2135,216.16018735363,5,0,1,1
19184.9,1486,1191.043068640646,8,0,1,1
9583.72,3294,190.94474802671522,5,0,1,1
3852.98,877,339.33637400228054,2,1,0,1
1098.53,2432,54.83018092105263,6,1,0,0
15930.66,318,4909.641509433962,4,1,1,1
6804.61,4471,52.19436367702974,7,0,0,0
12934.86,3147,311.02192564347,2,0,1,1
11239.83,3631,209.55191407325805,10,1,1,1
7519.85,1963,283.0794701986755,7,1,1,1
17309.13,4898,253.3917925683953,9,1,1,1
1141.04,3531,67.68507504956102,8,1,1,1
7229.74,2093,245.4247491638796,10,1,0,1
19114.13,972,1866.474279835391,11,0,1,1
15399.43,1761,774.4707552526974,3,1,0,1
19222.28,4766,303.32102391942925,2,0,0,1
6583.01,1298,407.1656394453004,12,1,0,1
10804.51,3627,197.89109456851392,3,0,1,1
7122.49,2067,244.58103531688437,6,1,1,1
493.41,1877,73.71283963771977,3,0,1,0
2889.9,468,517.5,4,1,0,1
12605.25,329,3731.382978723404,9,1,1,1
17258.27,1311,1216.4202898550725,4,0,1,1
12457.47,2387,421.8881441139505,1,1,0,1
6637.91,3232,105.38087871287128,6,0,0,0
2777.04,498,457.6385542168675,4,1,0,1
8356.75,3028,175.9824966974901,7,1,1,1
7649.57,1651,363.32949727437915,3,0,0,1
461.17,4769,90.32983854057454,12,0,0,1
18864.53,1980,852.7540404040403,2,0,0,1
9370.61,3084,203.84597924773024,4,1,0,1
741.01,3283,77.42887602802314,2,0,1,0
4660.07,2149,116.84830153559793,3,0,1,0
11970.73,993,1105.5115810674722,10,0,1,1
14787.36,4235,249.1702479338843,4,0,0,1
1495.43,3572,58.13465845464725,8,1,1,1
6565.3,3674,78.69624387588459,4,1,0,0
11492.6,604,1802.748344370861,4,0,0,1
1100.41,3859,71.48458149779736,9,0,0,1
6394.58,4255,50.283901292596944,3,1,0,0
5590.37,1303,329.0383729854183,9,1,1,1
5094.11,1905,167.4073490813648,10,1,1,1
3398.55,970,250.3659793814433,4,1,1,1
19259.98,3445,459.0705370101596,3,0,0,1
14531.96,823,1665.730255164034,5,1,1,1
4610.93,1744,164.3881880733945,10,1,1,1
17360.14,3714,367.42434033387184,7,0,1,1
16392.87,1925,751.5776623376623,12,0,1,1
9369.81,3311,182.9903352461492,3,1,0,1
6467.72,4436,45.80072137060415,6,1,1,1
4843.36,4384,10.478102189781016,10,0,1,1
11994.56,664,1706.4096385542168,3,1,1,1
12348.24,2651,365.79554884949073,12,0,0,1
4143.11,4100,1.0514634146341384,2,0,0,0
3567.98,2254,58.29547471162378,4,0,1,0
17834.4,1199,1387.4395329441204,4,1,1,1
15499.63,3638,326.0481033534909,5,1,0,1
19535.2,4640,321.0172413793104,8,1,0,1
1076.25,4351,75.26430705584923,2,0,0,0
11075.64,1768,526.4502262443439,6,1,1,1
18715.9,1701,1000.2880658436216,3,0,1,1
19930.31,4659,327.78085426057095,3,0,0,1
6270.68,2156,190.847866419295,12,1,0,1
15979.32,2785,473.7637342908438,7,1,0,1
276.22,565,51.11150442477875,3,0,0,0
19381.35,2618,640.311306340718,2,0,1,1
19018.69,4401,332.1447398318563,5,1,0,1
16002.89,3741,327.7703822507351,2,0,0,1
4962.79,2577,92.5801319363601,12,0,0,1
17325.38,3370,414.106231454006,11,1,0,1
6762.37,4280,57.99929906542056,3,0,0,0
2217.58,1705,30.06334310850439,3,1,1,1
17937.79,4596,290.2913402959095,4,1,0,1
12377.73,4638,166.8764553686934,4,1,1,1
1201.47,2474,51.43613581244947,10,0,1,1
19778.76,2150,819.9423255813953,11,0,1,1
6639.57,249,2566.4939759036142,11,0,0,1
1719.44,2476,30.555735056542808,12,1,0,1
10563.21,4347,142.99999999999997,2,1,1,1
2589.98,946,173.78224101479915,1,1,0,1
13137.41,4612,184.85277536860366,6,1,1,1
13725.89,4928,178.528612012987,11,1,0,1
10754.22,3226,233.3608183508989,7,1,1,1
9683.8,2083,364.8967834853576,3,1,0,1
1753.48,2193,20.041951664386684,8,0,1,1
13193.55,815,1518.840490797546,3,1,1,1
13269.4,2923,353.96510434485117,7,0,0,1
12176.14,1924,532.8555093555093,3,1,0,1
17057.71,3269,421.8020801468339,12,1,0,1
8095.04,4759,70.09960075646144,6,1,0,0
18039.88,2341,670.6057240495516,5,0,0,1
8768.89,721,1116.2122052704576,1,1,1,1
15968.53,2205,624.1963718820862,4,1,1,1
3307.83,2191,50.97352806937471,12,0,1,1
3845.16,4064,5.384842519685043,9,0,0,1
9859.02,223,4321.085201793722,4,0,0,1
17991.5,4346,313.97837091578464,4,0,1,1
14042.22,3597,290.3869891576313,5,1,1,1
5912.81,3275,80.54381679389314,5,0,1,0
12770.27,1504,749.0871010638299,1,0,1,1
16846.51,4251,296.2952246530228,11,0,1,1
6126.08,2921,109.72543649435124,3,0,1,0
16346.96,3903,318.83064309505505,10,1,0,1
14509.5,1383,949.1323210412147,12,1,0,1
437.48,3611,87.88479645527555,7,0,1,0
3452.39,4790,27.925052192066808,6,0,1,0
14151.99,4846,192.0344614114734,10,1,0,1
15522.17,2126,630.1114769520225,7,0,1,1
18744.33,2153,770.6144914073387,5,0,0,1
18605.44,3535,426.3207920792079,9,0,1,1
6553.12,274,2291.6496350364964,10,0,0,1
14592.1,4108,255.21178188899708,2,1,1,1
19357.05,1561,1140.0416399743754,11,0,1,1
4548.86,781,482.4404609475032,12,1,0,1
5136.84,3120,64.6423076923077,7,0,0,0
12989.11,3692,251.81771397616467,2,1,1,1
14011.23,4188,234.55659025787963,4,1,1,1
18378.71,1782,931.3529741863075,1,0,1,1
4875.23,2855,70.76112084063045,3,0,0,0
1637.18,2122,22.84731385485391,5,1,0,0
18383.88,1976,830.3582995951418,6,1,1,1
2830.39,1190,137.84789915966385,4,1,1,1
15907.45,3376,371.1922393364929,7,1,1,1
17299.88,2504,590.8897763578275,11,0,0,1
9606.59,4977,93.01969057665261,9,0,0,1
16165.28,3657,342.0366420563303,12,0,0,1
1277.01,4090,68.77726161369193,3,1,0,0
16888.36,3951,327.4452037458871,2,1,1,1
7503.42,2276,229.67574692442884,4,0,1,1
17369.38,4477,287.9691757873576,2,1,1,1
3186.85,1465,117.53242320819113,6,1,1,1
3087.18,1025,201.1882926829268,7,0,1,1
3538.78,1705,107.55307917888564,12,0,0,1
19125.24,3695,417.59783491204337,12,1,0,1
9899.98,2064,379.6501937984496,7,1,1,1
7249.64,2759,162.76332004349402,2,0,0,1
4435.9,4540,2.292951541850228,10,1,0,1
9806.95,241,3969.273858921162,9,0,1,1
6399.85,2756,132.21516690856313,12,0,1,1
18755.01,4987,276.0780028072989,8,1,0,1
12024.29,2402,400.5949208992506,1,1,1,1
15382.25,4778,221.9390958560067,3,1,0,1
1129.97,4615,75.51527627302275,4,0,1,0
13541.23,345,3824.9942028985506,8,1,1,1
19268.01,3831,402.94988253719646,8,0,0,1
11054.45,2069,434.28951184146933,5,0,1,1
4678.86,1977,136.6646433990895,2,1,0,0
18672.0,2422,670.9331131296449,6,1,1,1
14702.93,4323,240.10941475826974,12,0,1,1
11909.9,2090,469.85167464114835,10,0,1,1
2546.13,1845,38.00162601626017,1,1,0,0
12939.3,3952,227.41143724696354,10,0,1,1
15439.7,2602,493.3781706379708,7,0,1,1
19509.9,4760,309.8718487394959,7,1,1,1
4887.82,2668,83.20164917541229,7,1,1,1
16446.84,3470,373.97233429394817,8,1,0,1
14460.71,2031,611.9995076317084,12,1,1,1
1220.23,583,109.30188679245283,9,1,0,1
13200.96,2404,449.12479201331115,2,1,1,1
9618.16,4299,123.73016980693183,9,0,0,1
5236.84,4019,30.30206519034586,8,0,1,1
14010.41,4697,198.28422397274858,3,0,0,1
13712.77,4667,193.82408399400043,8,0,1,1
10068.9,4571,120.2778385473638,9,1,0,1
12839.12,2475,418.75232323232325,11,0,0,1
18605.56,4642,300.80913399396815,5,0,0,1
2911.7,2466,18.07380373073803,3,1,0,0
5222.86,2514,107.75099443118535,10,1,1,1
7354.93,2964,148.14203778677464,8,1,0,1
904.18,3675,75.39646258503402,7,0,0,0
8044.79,2191,267.1743496120493,9,1,0,1
3264.65,423,671.7848699763593,8,1,0,1
6573.63,1136,478.6646126760563,3,0,1,1
16152.19,4013,302.4966359332171,6,0,0,1
6415.03,2879,122.8214657867315,9,1,1,1
16161.58,1438,1023.8929068150208,2,1,0,1
18065.8,741,2338.0296896086365,5,0,0,1
7789.24,1355,474.8516605166052,9,0,1,1
5242.28,2965,76.80539629005058,7,1,0,0
14600.3,4114,254.89304812834223,4,0,0,1
2551.01,4868,47.596343467543136,10,1,1,1
19849.41,365,5338.194520547945,1,0,1,1
18599.17,2485,648.4575452716297,9,0,1,1
13080.6,752,1639.4414893617022,12,1,1,1
437.37,1175,62.77702127659575,3,0,1,0
350.3,3553,90.1407261469181,9,0,1,1
19914.15,4783,316.35270750574955,11,0,1,1
17761.55,3348,430.5122461170848,6,0,0,1
7294.23,2241,225.48995983935743,3,0,0,1
13270.18,621,2036.9049919484703,9,0,1,1
16886.06,4334,289.61836640516844,6,0,0,1
19390.59,1614,1101.399628252788,8,0,1,1
3645.56,2306,58.090199479618384,8,0,0,1
17040.58,4112,314.41099221789887,4,0,0,1
18790.33,1257,1394.8552108194115,5,1,1,1
15610.61,298,5138.459731543625,10,1,1,1
8664.01,4375,98.0345142857143,4,1,1,1
1942.58,1670,16.32215568862275,8,1,0,1
19207.21,4169,360.71503957783636,9,0,0,1
3223.86,3070,5.011726384364825,4,0,1,0
5764.43,4874,18.268978251949125,2,0,1,0
329.06,4638,92.90513152220784,10,1,1,1
3276.0,3792,13.60759493670886,3,1,0,0
4909.99,4279,14.746202383734513,6,1,1,1
10223.0,3138,225.78075207138303,7,1,0,1
2041.24,3253,37.25053796495543,9,0,1,1
6821.86,2899,135.31769575715762,11,1,1,1
19483.55,4233,360.2775809118828,5,0,0,1
1052.6,3578,70.58133035215204,6,0,0,0
12146.99,4004,203.37137862137862,9,0,1,1
12697.41,1047,1112.7421203438396,11,1,0,1
13110.77,3485,276.2057388809182,12,0,0,1
14616.25,4010,264.49501246882795,10,1,0,1
4288.49,3506,22.31859669138619,2,1,0,0
6578.71,4698,40.03214133673904,11,1,0,1
6052.97,745,712.4791946308725,3,0,1,1
18822.76,3800,395.33578947368414,8,1,1,1
13117.63,394,3229.3477157360408,2,1,1,1
16919.37,3051,454.55162241887905,12,1,0,1
8199.48,2567,219.41877678223608,10,1,0,1
10516.54,2572,308.88569206842925,3,0,1,1
19977.39,1364,1364.618035190616,10,1,0,1
8640.83,1636,428.1680929095354,8,1,0,1
13551.44,3089,338.69990288119135,5,0,1,1
11996.07,3417,251.0702370500439,12,0,0,1
17934.26,3406,426.5490311215501,8,0,1,1
16587.59,3113,432.8490202377128,10,1,1,1
17616.68,1949,803.8830169317599,10,1,1,1
5262.43,530,892.9113207547169,5,0,1,1
16840.02,2307,629.9531859557868,2,1,0,1
14520.42,4808,202.00540765391014,9,1,1,1
17296.95,3111,455.99324975892,8,0,0,1
5443.22,2963,83.70637867026663,9,1,1,1
17158.09,1074,1497.5875232774674,5,1,0,1
12830.13,4753,169.9375131495897,6,0,0,1
1743.98,915,90.59890710382514,5,1,1,1
18603.94,1185,1469.9527426160337,11,1,1,1
16611.49,4013,313.94193869922753,7,0,1,1
9337.66,2526,269.6619160728425,8,0,0,1
11581.73,610,1798.6442622950817,11,1,1,1
8971.61,3613,148.31469692776088,9,0,0,1
10110.57,3911,158.51623625671184,10,0,0,1
3209.09,3402,5.670487948265722,4,0,1,0
8975.53,4282,109.6106959364783,3,1,0,0
7057.76,4528,55.86925795053004,9,0,1,1
6840.81,1274,436.9552590266876,2,1,1,1
7889.23,3699,113.28007569613408,8,0,0,1
10545.6,3715,183.86541049798117,9,0,0,1
5313.2,3016,76.16710875331565,5,0,1,0
353.52,1126,68.60390763765541,10,1,1,1
1902.02,4800,60.374583333333334,10,1,0,1
4012.74,784,411.829081632653,8,0,1,1
16381.01,4559,259.3114718139943,6,0,0,1
15175.62,3367,350.71636471636475,9,0,0,1
